My帳票アドバンス,,,2026年5月18日(Mon) 17:54
レイアウト [ 0004：claude取り込み用 ]
実績期間 [ 2026年04月01日 ～ 2026年04月30日 ]
複数タグカウント [ する ]
日付基準 [ 預り日 ]

"","0001：本店","","","","","","","","","","","","","","","0002：東川口店","","","","","","","","","","","","","","","0003：新田店","","","","","","","","","","","","","","","0004：西友蒲生伊原店","","","","","","","","","","","","","","","0006：草加西口店","","","","","","","","","","","","","","","0008：蒲生店","","","","","","","","","","","","","","","0009：東川口2号店","","","","","","","","","","","","","","","0101：モールプラザ草加","","","","","","","","","","","","","","",""
"","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比","売上額","昨年実績","ドライ点数","ワイシャツ点数","ロット外・外注点数","レギュラーコース","スタンダードコース","プレミアムコース","デリケートコース","ブランドコース","１点単価","客数","客数前年比","新規数","新規前年比",""
"2026年04月01日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月02日（木）","82,024","0","73","43","17","121","0","0","3","0","621","36","0","3","0","26,605","0","21","4","5","25","0","0","3","0","887","13","0","2","0","19,954","0","26","10","0","36","0","0","0","0","554","7","0","1","0","72,883","0","31","12","21","53","11","0","0","0","1,139","18","0","1","0","67,684","0","71","43","16","108","0","0","10","2","525","31","0","10","0","31,178","0","69","20","14","85","0","0","2","0","303","26","0","1","0","50,575","0","35","9","14","34","0","0","5","0","872","15","0","3","0","33,309","0","34","17","9","43","17","0","0","0","565","15","0","0","0",""
"2026年04月03日（金）","206,396","46,130","197","49","24","224","0","0","14","0","764","55","1","4","1","79,015","55,426","88","44","5","119","0","0","10","0","577","37","1","2","0","96,130","11,547","69","17","21","97","0","0","6","0","898","28","1","4","1","106,602","29,726","86","17","14","84","33","0","0","0","911","29","1","1","1","168,822","44,115","165","33","10","140","0","0","21","7","812","47","1","7","1","72,619","28,260","42","29","15","80","0","0","2","0","854","25","1","0","1","109,999","45,151","90","17","14","61","0","0","17","0","909","30","1","8","1","90,503","109,828","95","9","9","80","36","0","0","0","801","31","1","8","1",""
"2026年04月04日（土）","279,032","172,429","268","171","30","419","0","0","19","1","595","97","1","6","1","136,293","55,540","101","65","11","150","0","0","8","2","770","31","1","2","1","123,407","82,395","119","80","7","176","0","0","12","0","599","46","1","3","1","142,330","64,094","121","31","32","135","46","3","0","0","774","40","1","1","0","203,813","133,503","177","186","17","340","0","0","16","0","536","89","1","8","1","126,580","41,339","113","104","20","211","0","0","8","0","534","62","1","5","1","102,819","178,181","89","78","12","131","0","0","16","1","574","37","1","2","1","100,338","92,758","64","53","11","101","22","1","0","0","784","31","1","1","1",""
"2026年04月05日（日）","404,017","303,327","324","105","60","412","0","0","25","1","828","99","1","3","1","75,461","103,248","68","48","10","106","0","0","6","4","599","26","1","1","1","91,934","148,046","82","40","17","108","0","0","11","0","661","38","1","4","1","135,456","87,996","136","35","17","146","42","0","0","0","724","38","1","4","1","231,809","248,642","146","67","27","200","0","0","15","0","982","60","1","9","1","87,638","108,492","79","63","26","144","0","0","7","0","525","37","1","1","1","129,696","232,956","68","53","15","80","0","0","15","5","983","31","1","2","1","165,697","144,242","89","36","22","101","42","4","0","0","1,143","40","1","5","1",""
"2026年04月06日（月）","116,699","375,322","66","22","18","74","0","0","6","10","1,101","28","1","0","1","35,804","85,778","30","27","3","49","0","0","5","2","597","17","1","2","0","59,298","125,979","32","25","7","54","0","0","4","0","927","15","1","2","1","98,637","58,758","68","7","13","53","35","0","0","0","1,121","29","1","1","1","70,683","235,016","65","11","13","71","0","0","7","1","794","26","1","6","1","35,289","112,900","27","25","12","56","0","0","2","0","551","23","1","0","1","53,353","199,942","44","15","9","50","0","0","6","0","785","16","1","2","1","82,681","85,963","71","18","19","76","32","0","0","0","766","20","1","2","1",""
"2026年04月07日（火）","0","64,314","0","0","0","0","0","0","0","0","0","0","1","0","1","0","25,500","0","0","0","0","0","0","0","0","0","0","1","0","0","0","18,600","0","0","0","0","0","0","0","0","0","0","1","0","0","0","35,021","0","0","0","0","0","0","0","0","0","0","1","0","1","0","76,299","0","0","0","0","0","0","0","0","0","0","1","0","1","0","75,616","0","0","0","0","0","0","0","0","0","0","1","0","1","0","18,143","0","0","0","0","0","0","0","0","0","0","1","0","0","0","15,178","0","0","0","0","0","0","0","0","0","0","1","0","0",""
"2026年04月08日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月09日（木）","125,863","0","84","40","21","125","0","0","12","0","874","39","0","2","0","82,131","0","48","34","8","70","0","0","8","0","923","26","0","0","0","40,792","0","23","9","6","33","0","0","4","0","1,073","12","0","1","0","72,596","0","63","16","20","59","40","0","0","0","741","27","0","2","0","73,920","0","81","18","21","95","0","0","10","0","616","26","0","4","0","58,433","0","43","22","14","68","0","0","6","1","740","21","0","1","0","85,363","0","40","27","17","58","0","0","9","1","1,054","23","0","3","0","33,338","0","10","17","4","26","3","0","0","0","1,111","11","0","0","0",""
